name,code_name,overridenametextid,nameprefixid,overridepartnerskilltextid,tribe,bpclass,pictorial_id,zukanindexsuffix,size,rarity,element_1,element_2,genuscategory,hp,melee_attack,remote_attack,defense,support,craftspeed,capture_probability,experience_multiplier,price,airresponse,aisightresponse,slow_walking_speed,walking_speed,running_speed,riding_sprint_speed,handling_speed,isboss,istowerboss,battlebgm,ignoreleanback,ignoreblowaway,maxfullstomach,fullstomachdecreaserate,foodamount,viewingdistance,viewingangle,hearingrate,noosetrap,nocturnal,biologicalgrade,predator,edible,endurance,male_probability,fecundity,breathing_fire,watering,planting,generate_electricity,manual,collection,logging,mining,pharmaceutical,cool_down,carry,pasture,passive_skill_1,passive_skill_2,passive_skill_3,passive_skill_4
Yeti_Grass,BOSS_Yeti_Grass,PAL_NAME_Yeti_Grass,BOSS_NAME_Yeti_Grass,PARTNERSKILL_Yeti_Grass,EPalTribeID::Yeti_Grass,BOSS_Yeti_Grass,-1,no,XL,8,Leaf,None,EPalGenusCategoryType::Humanoid,140,100,80,110,100,100,70%,10,5700,Boss,None,70,100,365,650,150,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,480,0,0,1,0,2,0,3,0,0,0,4,0,None,None,None,None
Umihebi_Fire,BOSS_Umihebi_Fire,PAL_NAME_Umihebi_Fire,BOSS_NAME_Umihebi_Fire,PARTNERSKILL_Umihebi_Fire,EPalTribeID::Umihebi_Fire,BOSS_Umihebi_Fire,-1,no,XL,9,Dragon,Fire,EPalGenusCategoryType::Fish,130,150,130,100,100,100,70%,10,9320,Boss,None,100,175,525,800,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,315,4,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
FlowerDoll,BOSS_FlowerDoll,PAL_NAME_FlowerDoll,BOSS_NAME_FlowerDoll,PARTNERSKILL_FlowerDoll,EPalTribeID::FlowerDoll,BOSS_FlowerDoll,-1,no,XL,8,Leaf,None,EPalGenusCategoryType::Humanoid,100,100,95,100,100,100,70%,10,3590,NotInterested,None,100,150,550,700,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,780,0,0,3,0,2,2,0,0,2,0,1,0,None,None,None,None
FlowerDinosaur,BOSS_FlowerDinosaur,PAL_NAME_FlowerDinosaur,BOSS_NAME_FlowerDinosaur,PARTNERSKILL_FlowerDinosaur,EPalTribeID::FlowerDinosaur,BOSS_FlowerDinosaur,-1,no,XL,6,Leaf,Dragon,EPalGenusCategoryType::Humanoid,110,90,85,90,150,100,70%,10,3240,NotInterested,None,70,120,550,800,335,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,820,0,0,2,0,0,0,2,0,0,0,0,0,None,None,None,None
Boar,BOSS_Boar,PAL_NAME_Boar,BOSS_NAME_Boar,PARTNERSKILL_Boar,EPalTribeID::Boar,BOSS_Boar,-1,no,XL,1,Earth,None,EPalGenusCategoryType::FourLegged,80,100,70,70,100,100,70%,10,1610,Boss,None,70,150,450,800,300,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,1130,0,0,0,0,0,0,0,1,0,0,0,0,None,None,None,None
LittleBriarRose,BOSS_LittleBriarRose,PAL_NAME_LittleBriarRose,BOSS_NAME_LittleBriarRose,PARTNERSKILL_LittleBriarRose,EPalTribeID::LittleBriarRose,BOSS_LittleBriarRose,-1,no,XL,1,Leaf,None,EPalGenusCategoryType::Humanoid,80,80,80,80,100,100,70%,10,1140,NotInterested,None,50,100,400,550,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1320,0,0,1,0,1,1,0,0,2,0,1,0,None,None,None,None
Horus,BOSS_Horus,PAL_NAME_Horus,BOSS_NAME_Horus,PARTNERSKILL_Horus,EPalTribeID::Horus,BOSS_Horus,-1,no,XL,9,Fire,None,EPalGenusCategoryType::Bird,100,100,105,110,90,100,70%,10,6720,Boss,None,150,200,1000,1500,500,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,FALSE,TRUE,230,50,370,3,0,0,0,0,0,0,0,0,0,3,0,None,None,None,None
VioletFairy,BOSS_VioletFairy,PAL_NAME_VioletFairy,BOSS_NAME_VioletFairy,PARTNERSKILL_VioletFairy,EPalTribeID::VioletFairy,BOSS_VioletFairy,-1,no,XL,8,Leaf,None,EPalGenusCategoryType::Humanoid,100,100,100,120,100,100,70%,10,1960,NotInterested,None,100,150,400,550,275,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1050,0,0,2,0,2,2,0,0,3,0,1,0,None,None,None,None
LavaGirl,BOSS_LavaGirl,PAL_NAME_LavaGirl,BOSS_NAME_LavaGirl,PARTNERSKILL_LavaGirl,EPalTribeID::LavaGirl,BOSS_LavaGirl,-1,no,S,1,Fire,None,EPalGenusCategoryType::Humanoid,60,100,70,80,100,100,77%,10,2500,NotInterested,None,65,98,250,375,140,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1405,1,0,0,0,1,0,0,0,0,0,1,1,None,None,None,None
Umihebi,BOSS_Umihebi,PAL_NAME_Umihebi,BOSS_NAME_Umihebi,PARTNERSKILL_Umihebi,EPalTribeID::Umihebi,BOSS_Umihebi,-1,no,XL,8,Dragon,Water,EPalGenusCategoryType::Fish,130,150,120,100,100,100,70%,10,9320,Boss,None,100,175,525,800,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,310,0,4,0,0,0,0,0,0,0,0,0,0,ElementBoost_Aqua_2_PAL,None,None,None
LazyCatfish,BOSS_LazyCatfish,PAL_NAME_LazyCatfish,BOSS_NAME_LazyCatfish,PARTNERSKILL_LazyCatfish,EPalTribeID::LazyCatfish,BOSS_LazyCatfish,-1,no,XL,4,Earth,None,EPalGenusCategoryType::Fish,100,100,70,95,100,100,70%,10,4690,NotInterested,None,100,150,450,600,300,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,895,0,1,0,0,0,0,0,2,0,0,1,0,None,None,None,None
GrassRabbitMan,BOSS_GrassRabbitMan,PAL_NAME_GrassRabbitMan,BOSS_NAME_GrassRabbitMan,PARTNERSKILL_GrassRabbitMan,EPalTribeID::GrassRabbitMan,BOSS_GrassRabbitMan,-1,no,XL,8,Leaf,None,EPalGenusCategoryType::Humanoid,90,100,115,90,100,100,70%,10,2200,Boss,None,50,195,500,700,275,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,990,0,0,2,0,3,3,2,0,0,0,2,0,None,None,None,None
ThunderBird,BOSS_ThunderBird,PAL_NAME_ThunderBird,BOSS_NAME_ThunderBird,PARTNERSKILL_ThunderBird,EPalTribeID::ThunderBird,BOSS_ThunderBird,-1,no,XL,6,Electricity,None,EPalGenusCategoryType::Bird,105,100,115,80,100,100,70%,10,7490,Boss,None,100,200,750,1300,375,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,160,50,220,0,0,0,2,0,1,0,0,0,0,3,0,None,None,None,None
CuteMole,BOSS_CuteMole,PAL_NAME_CuteMole,BOSS_NAME_CuteMole,PARTNERSKILL_CuteMole,EPalTribeID::CuteMole,BOSS_CuteMole,-1,no,M,1,Earth,None,EPalGenusCategoryType::Humanoid,65,100,80,50,100,100,70%,10,1360,NotInterested,None,30,60,300,550,240,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1220,0,0,0,0,1,0,0,1,0,0,1,0,None,None,None,None
FireKirin_Dark,BOSS_FireKirin_Dark,PAL_NAME_FireKirin_Dark,BOSS_NAME_FireKirin_Dark,PARTNERSKILL_FireKirin_Dark,EPalTribeID::FireKirin_Dark,BOSS_FireKirin_Dark,-1,no,XL,7,Fire,Dark,EPalGenusCategoryType::FourLegged,100,110,95,90,100,100,70%,10,7270,Boss,None,100,150,850,1400,500,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,240,2,0,0,0,0,0,1,0,0,0,0,0,None,None,None,None
Gorilla,BOSS_Gorilla,PAL_NAME_Gorilla,BOSS_NAME_Gorilla,PARTNERSKILL_Gorilla,EPalTribeID::Gorilla,BOSS_Gorilla,-1,no,XL,5,Normal,None,EPalGenusCategoryType::Humanoid,90,110,95,90,100,100,70%,10,2010,Boss,None,66,100,550,720,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,1040,0,0,0,0,1,0,2,0,0,0,3,0,PAL_rude,None,None,None
HerculesBeetle,BOSS_HerculesBeetle,PAL_NAME_HerculesBeetle,BOSS_NAME_HerculesBeetle,PARTNERSKILL_HerculesBeetle,EPalTribeID::HerculesBeetle,BOSS_HerculesBeetle,-1,no,XL,8,Earth,Leaf,EPalGenusCategoryType::Humanoid,120,100,100,120,100,100,70%,10,6830,Boss,None,55,110,500,600,110,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,85,340,0,0,1,0,1,0,3,0,0,0,3,0,Deffence_up1,None,None,None
GrassMammoth_Ice,BOSS_GrassMammoth_Ice,PAL_NAME_GrassMammoth_Ice,BOSS_NAME_GrassMammoth_Ice,PARTNERSKILL_GrassMammoth_Ice,EPalTribeID::GrassMammoth_Ice,BOSS_GrassMammoth_Ice,-1,no,XL,9,Ice,None,EPalGenusCategoryType::FourLegged,150,100,90,90,30,100,70%,10,9710,NotInterested,None,100,135,430,700,282,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,290,0,0,0,0,0,0,2,2,0,2,0,0,None,None,None,None
FlowerDinosaur_Electric,BOSS_FlowerDinosaur_Electric,PAL_NAME_FlowerDinosaur_Electric,BOSS_NAME_FlowerDinosaur_Electric,PARTNERSKILL_FlowerDinosaur_Electric,EPalTribeID::FlowerDinosaur_Electric,BOSS_FlowerDinosaur_Electric,-1,no,XL,7,Electricity,Dragon,EPalGenusCategoryType::Humanoid,110,90,90,90,150,100,70%,10,3380,NotInterested,None,70,120,550,800,335,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,810,0,0,0,2,0,0,2,0,0,0,0,0,None,None,None,None
HadesBird,BOSS_HadesBird,PAL_NAME_HadesBird,BOSS_NAME_HadesBird,PARTNERSKILL_HadesBird,EPalTribeID::HadesBird,BOSS_HadesBird,-1,no,XL,7,Dark,None,EPalGenusCategoryType::Bird,100,100,125,100,100,100,70%,10,7840,Boss,None,100,100,700,1200,450,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,TRUE,9,TRUE,TRUE,170,50,190,0,0,0,0,0,0,0,0,0,0,3,0,None,None,None,None
GrassPanda_Electric,BOSS_GrassPanda_Electric,PAL_NAME_GrassPanda_Electric,BOSS_NAME_GrassPanda_Electric,PARTNERSKILL_GrassPanda_Electric,EPalTribeID::GrassPanda_Electric,BOSS_GrassPanda_Electric,-1,no,XL,7,Electricity,None,EPalGenusCategoryType::Humanoid,100,100,100,100,100,100,70%,10,6610,Boss,None,50,100,500,800,275,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,390,0,0,0,2,2,0,2,0,0,0,3,0,None,None,None,None
Kirin,BOSS_Kirin,PAL_NAME_Kirin,BOSS_NAME_Kirin,PARTNERSKILL_Kirin,EPalTribeID::Kirin,BOSS_Kirin,-1,no,XL,5,Electricity,None,EPalGenusCategoryType::FourLegged,80,110,105,105,100,100,63%,10,4280,Boss,None,80,130,720,1200,425,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,680,0,0,0,2,0,0,1,0,0,0,0,0,None,None,None,None
Hedgehog,BOSS_Hedgehog,PAL_NAME_Hedgehog,BOSS_NAME_Hedgehog,PARTNERSKILL_Hedgehog,EPalTribeID::Hedgehog,BOSS_Hedgehog,-1,no,S,1,Electricity,None,EPalGenusCategoryType::FourLegged,70,70,75,70,100,100,84%,10,1060,NotInterested,None,30,60,400,550,215,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1370,0,0,0,1,0,0,0,0,0,0,0,0,None,None,None,None
BirdDragon_Ice,BOSS_BirdDragon_Ice,PAL_NAME_BirdDragon_Ice,BOSS_NAME_BirdDragon_Ice,PARTNERSKILL_BirdDragon_Ice,EPalTribeID::BirdDragon_Ice,BOSS_BirdDragon_Ice,-1,no,XL,5,Ice,Dark,EPalGenusCategoryType::Bird,90,100,120,95,100,100,70%,10,4610,Boss,None,100,350,700,950,475,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,TRUE,9,TRUE,TRUE,150,50,620,0,0,0,0,0,0,0,0,0,2,3,0,None,None,None,None
NightFox,BOSS_NightFox,PAL_NAME_NightFox,BOSS_NAME_NightFox,PARTNERSKILL_NightFox,EPalTribeID::NightFox,BOSS_NightFox,-1,no,M,6,Dark,None,EPalGenusCategoryType::FourLegged,75,70,85,70,140,100,70%,10,1480,NotInterested,None,30,60,300,500,164,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1180,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None
ThunderDog,BOSS_ThunderDog,PAL_NAME_ThunderDog,BOSS_NAME_ThunderDog,PARTNERSKILL_ThunderDog,EPalTribeID::ThunderDog,BOSS_ThunderDog,-1,no,XL,5,Electricity,None,EPalGenusCategoryType::FourLegged,90,100,100,80,100,100,70%,10,3880,Boss,None,110,210,700,1200,455,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,740,0,0,0,2,0,0,0,0,0,0,0,0,None,None,None,None
SoldierBee,BOSS_SoldierBee,PAL_NAME_SoldierBee,BOSS_NAME_SoldierBee,PARTNERSKILL_SoldierBee,EPalTribeID::SoldierBee,BOSS_SoldierBee,-1,no,XL,4,Leaf,None,EPalGenusCategoryType::Humanoid,80,100,90,90,100,100,70%,10,1880,Boss,None,125,250,450,550,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,10,1070,0,0,1,0,1,1,1,0,1,0,2,1,None,None,None,None
BlackMetalDragon,BOSS_BlackMetalDragon,PAL_NAME_BlackMetalDragon,BOSS_NAME_BlackMetalDragon,PARTNERSKILL_BlackMetalDragon,EPalTribeID::BlackMetalDragon,BOSS_BlackMetalDragon,-1,no,XL,9,Dragon,Dark,EPalGenusCategoryType::Monster,100,100,125,125,100,100,70%,10,8200,Boss,None,100,150,600,900,375,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,600,1,9,25,90,1,FALSE,TRUE,9,FALSE,TRUE,300,50,150,0,0,0,0,1,0,0,4,0,0,0,0,Deffence_up1,None,None,None
FlyingManta,BOSS_FlyingManta,PAL_NAME_FlyingManta,BOSS_NAME_FlyingManta,PARTNERSKILL_FlyingManta,EPalTribeID::FlyingManta,BOSS_FlyingManta,-1,no,XL,3,Water,None,EPalGenusCategoryType::Other,80,100,70,80,100,100,77%,10,2860,NotInterested,None,30,150,550,700,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,870,0,1,0,0,0,0,0,0,0,0,1,0,None,None,None,None
LilyQueen_Dark,BOSS_LilyQueen_Dark,PAL_NAME_LilyQueen_Dark,BOSS_NAME_LilyQueen_Dark,PARTNERSKILL_LilyQueen_Dark,EPalTribeID::LilyQueen_Dark,BOSS_LilyQueen_Dark,-1,no,XL,10,Dark,None,EPalGenusCategoryType::Humanoid,110,100,110,115,100,100,70%,10,7610,Boss,None,60,100,450,550,275,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,30,210,0,0,0,0,3,2,0,0,3,0,0,0,None,None,None,None
DarkCrow,BOSS_DarkCrow,PAL_NAME_DarkCrow,BOSS_NAME_DarkCrow,PARTNERSKILL_DarkCrow,EPalTribeID::DarkCrow,BOSS_DarkCrow,-1,no,XL,3,Dark,None,EPalGenusCategoryType::Bird,75,80,95,80,100,100,70%,10,1840,Boss,None,85,170,920,1200,545,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,1080,0,0,0,0,0,0,1,0,0,0,0,0,None,None,None,None
